


更新时间,#genre#
东方卫视,http://119.62.24.75:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://119.62.24.75:50085/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://119.62.24.75:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://119.62.24.75:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://119.62.24.75:50085/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://119.62.24.75:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://119.62.24.75:50085/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://119.62.24.75:50085/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0

广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源-1920x1080
广东卫视,http://60.209.125.254:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
广东卫视,http://222.173.108.238:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8$订阅源-1920x1080
广东卫视,http://218.13.14.6:60050/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
广东卫视,http://113.57.20.158:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8$订阅源-1920x1080
广东卫视,http://113.57.93.165:9900/tsfile/live/0125_1.m3u8$订阅源-1920x1080
广东卫视,http://113.57.93.165:9900/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-1920x1080







电视剧频道,#genre#

庆余年,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年,http://zzy789.xyz/douyu1.php?id=7812810
庆余年,http://cdn.jdshipin.com:8880/huya.php?id=11352960
庆余年,http://rihou.cc:555/huyad.php?id=11352960
庆余年,http://120.77.28.4:8648/douyu.php?id=5062195
庆余年,http://huanqiuzhibo.cn/manifest/huya.php?id=11352960
庆余年二,http://cfss.cc/cdn/hy/23740156.m3u8
庆余年,https://live.ottiptv.cc/huya/23740156
庆余年,https://live.ottiptv.cc/huya/11352960
亮剑,https://live.ottiptv.cc/huya/30080238
斗破苍穹连播,https://live.ottiptv.cc/huya/11336572
斗罗大陆连播,https://live.ottiptv.cc/huya/11352906
仙逆连播,https://live.ottiptv.cc/huya/21059565
雍正王朝,https://live.ottiptv.cc/huya/11342439
延禧,https://live.ottiptv.cc/huya/26355864
倚天屠龙,https://live.ottiptv.cc/huya/11342403
都挺好,https://live.ottiptv.cc/huya/21059594
水浒传,https://live.ottiptv.cc/huya/26355860
天龙八部,https://live.ottiptv.cc/huya/20985816

延禧攻略,https://live.ottiptv.cc/huya/26355864
琅琊榜,#http://zby.xjqxz.top/lyb/live.m3u8
新三国,https://live.ottiptv.cc/huya/11352944
新水浒传,https://live.ottiptv.cc/huya/11342384
新三国（斗鱼）,https://goodiptv.club/douyu/5908256
少年包青天第一部,https://live.ottiptv.cc/yy/1356043677
少年包青天第三部,https://live.ottiptv.cc/yy/1382736814
神探狄仁杰第一部,https://live.ottiptv.cc/huya/11352958
神探狄仁杰第二部,https://goodiptv.club/douyu/6027991
神探狄仁杰第三部,https://live.ottiptv.cc/huya/11342425
爱情公寓,https://live.ottiptv.cc/huya/11336726
亮剑,https://live.ottiptv.cc/huya/30080238
雪豹,https://live.ottiptv.cc/huya/29580970
特种兵之火凤凰,https://live.ottiptv.cc/huya/29982636
士兵突击,https://live.ottiptv.cc/huya/11342430
笑傲江湖,https://live.ottiptv.cc/huya/26355790
神雕侠侣,https://live.ottiptv.cc/huya/11352964
天龙八部,https://live.ottiptv.cc/huya/20985816
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
铁齿铜牙纪晓岚,https://live.ottiptv.cc/huya/11342396
康熙王朝,https://live.ottiptv.cc/huya/11352940
陈情令,https://live.ottiptv.cc/huya/29465862
庆余年,https://live.ottiptv.cc/huya/11352960
鬼吹灯之精绝古城,https://live.ottiptv.cc/huya/11352871
鬼吹灯之怒晴湘西,https://live.ottiptv.cc/huya/11602075
鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
鬼吹灯之云南虫谷,https://live.ottiptv.cc/huya/11352898
伪装者,https://live.ottiptv.cc/yy/1354936244
西游记后传,https://live.ottiptv.cc/yy/1353392400
隋唐英雄传,https://live.ottiptv.cc/yy/1352475619
仙剑奇侠传,https://live.ottiptv.cc/yy/1382749903
西游记续集,http://www.douzhicloud.site:35455/douyu/3113309
我是特种兵之利刃出鞘,https://live.ottiptv.cc/yy/37999586
狂飙,https://live.ottiptv.cc/yy/1355142167
 三国演义,https://live.ottiptv.cc/huya/11602081
西游记,https://live.ottiptv.cc/huya/26355861
 新白娘子传奇,https://live.ottiptv.cc/yy/1354490667
乌龙闯情关,https://live.ottiptv.cc/huya/26355767
柳舟计,https://live.ottiptv.cc/huya/23860039
与凤行,https://live.ottiptv.cc/huya/26355866
大秦赋,https://live.ottiptv.cc/huya/23903130
永夜星河,https://live.ottiptv.cc/huya/23734169
流水迢迢,https://live.ottiptv.cc/huya/23865036
唐诡之西行,https://live.ottiptv.cc/huya/26355763
玫瑰的故事,https://live.ottiptv.cc/huya/23865142
梦中的那片海,https://live.ottiptv.cc/huya/26355765
知否知否,https://live.ottiptv.cc/yy/21881901
父母爱情,https://live.ottiptv.cc/yy/1354926650
欢乐颂,https://live.ottiptv.cc/yy/1382735624
康熙微服私访记,https://live.ottiptv.cc/huya/11342418
如懿传,https://live.ottiptv.cc/huya/29465868
芈月传,https://live.ottiptv.cc/huya/11352975  








国际频道,#genre#

CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
CNN,http://38.96.178.201:80/live/CNNHD/index.m3u8
BBC,http://38.96.178.201:80/live/BBCAmerica/index.m3u8
BBC,https://bcovlive-a.akamaihd.net/4e7f273ae0a04ad6b7d2e543df61e362/us-west-2/6240731308001/playlist.m3u8
Fox新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
VOA美国之音,http://litv.zapi.us.kg/?id=litv-ftv03
VOA美国之音,https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8
半岛新闻 (1080p),https://live-hls-web-aje.getaj.net/AJE/01.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
半·新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://api.kkhk.itv888.vip:8080/streams/vny1wblsnch/index.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://api.kkhk.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://r.jdshipin.com/NfC0f
凤凰香港,http://api.kkhk.itv888.vip:8080/streams/mty4v56ud39/index.m3u8
凤凰香港,https://sys.lysvc.cc/iptv_test/main.php?id=%E5%87%A4%E5%87%B0%E8%B5%84%E8%AE%AF&t=1772756218&token=f9fb354d708b6f81b24c003f385ee5fe

澳视澳门,http://r.jdshipin.com/n2YZI
澳视卫星,http://r.jdshipin.com/QFhCq
台湾+,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
翡翠台,http://api.kkhk.itv888.vip:8080/streams/91wc8xdtj8/index.m3u8
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/GeWKr

中视,http://74.91.26.218:82/live/ctv.m3u8
中视新闻,http://74.91.26.218:82/live/ctvnews.m3u8
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8
台视,http://74.91.26.218:82/live/ttv.m3u8
台视新闻,http://74.91.26.218:82/live/ttvnews.m3u8
台视综合,http://74.91.26.218:82/live/ttvzh.m3u8
台视财经,http://74.91.26.218:82/live/ttvcj.m3u8
华视,http://74.91.26.218:82/live/cts.m3u8
华视新闻资讯,http://74.91.26.218:82/live/ctsnews.m3u8
华视教育体育文化,http://74.91.26.218:82/live/ctsjy.m3u8
民视,http://74.91.26.218:82/live/ftv.m3u8
民视新闻台,http://74.91.26.218:82/live/ftvnews.m3u8
民视台湾台,http://74.91.26.218:82/live/ftvtw.m3u8
民视第一台,http://74.91.26.218:82/live/ftvdy.m3u8
公视,http://74.91.26.218:82/live/pts.m3u8
公视台语台,http://74.91.26.218:82/live/ptsty.m3u8
小公视,http://74.91.26.218:82/live/ptsse.m3u8

翡翠台,https://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,https://php.jdshipin.com/smt.php?id=Jade_xue
无线新闻,https://php.jdshipin.com/smt.php?id=inews_twn
TVBPLUS,https://php.jdshipin.com/smt.php?id=j2_twn
明珠台,https://php.jdshipin.com/smt.php?id=pearl_twn
凤凰香港,https://php.jdshipin.com/smt.php?id=hkphoenix_twn
HOYTV,https://php.jdshipin.com/smt.php?id=hoycaijing_twn
RTHK31,https://php.jdshipin.com/smt.php?id=rhk31_twn
viutv,https://php.jdshipin.com/smt.php?id=viu1_twn
RTHK32,https://php.jdshipin.com/smt.php?id=rhk32_twn
凤凰中文,https://php.jdshipin.com/smt.php?id=phoenixtv_hd
凤凰资讯,https://php.jdshipin.com/smt.php?id=phoenixinfo_hd

翡翠台,http://cdn6.163189.xyz/163189/fct
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台,http://o11.163189.xyz/stream/tvb/fct/
翡翠台,http://o11.163189.xyz/stream/tvb/fct4k/
翡翠台,https://cdn6.163189.xyz/163189/fct4k
翡翠一台(TVB1),http://cdn6.163189.xyz/163189/tvb1
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx

4K世界杯回放,#genre#
世界杯4K回放-开幕式&揭幕战_2026-06-12 01:25:00,http://82.156.243.185:34567/xhs/4459820
世界杯4K回放-韩国vs捷克_2026-06-12 09:30:00,http://82.156.243.185:34567/xhs/4460938
世界杯4K回放-加拿大vs波黑_2026-06-13 01:25:00,http://82.156.243.185:34567/xhs/4459824
世界杯4K回放-美国vs巴拉圭_2026-06-13 07:30:00,http://82.156.243.185:34567/xhs/4459827
世界杯4K回放-卡塔尔vs瑞士_2026-06-14 02:30:00,http://82.156.243.185:34567/xhs/4460941
世界杯4K回放-巴西vs摩洛哥_2026-06-14 05:30:00,http://82.156.243.185:34567/xhs/4460910
世界杯4K回放-海地vs苏格兰_2026-06-14 08:30:00,http://82.156.243.185:34567/xhs/4460944
世界杯4K回放-澳大利亚vs土耳其_2026-06-14 11:30:00,http://82.156.243.185:34567/xhs/4460947
世界杯4K回放-德国vs库拉索_2026-06-15 00:30:00,http://82.156.243.185:34567/xhs/4460914
世界杯4K回放-荷兰vs日本_2026-06-15 03:30:00,http://82.156.243.185:34567/xhs/4460917
世界杯4K回放-科特迪瓦vs厄瓜多尔_2026-06-15 06:30:00,http://82.156.243.185:34567/xhs/4460950
世界杯4K回放-瑞典vs突尼斯_2026-06-15 09:30:00,http://82.156.243.185:34567/xhs/4460953
世界杯4K回放-西班牙vs佛得角_2026-06-15 23:30:00,http://82.156.243.185:34567/xhs/4460923
世界杯4K回放-比利时vs埃及_2026-06-16 02:30:00,http://82.156.243.185:34567/xhs/4460920
世界杯4K回放-沙特阿拉伯vs乌拉圭_2026-06-16 05:30:00,http://82.156.243.185:34567/xhs/4460959
世界杯4K回放-伊朗vs新西兰_2026-06-16 08:30:00,http://82.156.243.185:34567/xhs/4460956
世界杯4K回放-法国vs塞内加尔_2026-06-17 02:30:00,http://82.156.243.185:34567/xhs/4460926
世界杯4K回放-伊拉克vs挪威_2026-06-17 05:30:00,http://82.156.243.185:34567/xhs/4460967
世界杯4K回放-阿根廷vs阿尔及利亚_2026-06-17 08:30:00,http://82.156.243.185:34567/xhs/4460929
世界杯4K回放-奥地利vs约旦_2026-06-17 11:30:00,http://82.156.243.185:34567/xhs/4460970
世界杯4K回放-葡萄牙vs刚果民主共和国_2026-06-18 00:30:00,http://82.156.243.185:34567/xhs/4460932
世界杯4K回放-英格兰vs克罗地亚_2026-06-18 03:30:00,http://82.156.243.185:34567/xhs/4460935
世界杯4K回放-加纳vs巴拿马_2026-06-18 06:30:00,http://82.156.243.185:34567/xhs/4460976
世界杯4K回放-乌兹别克斯坦vs哥伦比亚_2026-06-18 09:30:00,http://82.156.243.185:34567/xhs/4460973
世界杯4K回放-捷克vs南非_2026-06-18 23:30:00,http://82.156.243.185:34567/xhs/4460939
世界杯4K回放-瑞士vs波黑_2026-06-19 02:30:00,http://82.156.243.185:34567/xhs/4460942
世界杯4K回放-加拿大vs卡塔尔_2026-06-19 05:30:00,http://82.156.243.185:34567/xhs/4459825
世界杯4K回放-墨西哥vs韩国_2026-06-19 08:30:00,http://82.156.243.185:34567/xhs/4459821
世界杯4K回放-美国vs澳大利亚_2026-06-20 02:30:00,http://82.156.243.185:34567/xhs/4459828
世界杯4K回放-苏格兰vs摩洛哥_2026-06-20 05:30:00,http://82.156.243.185:34567/xhs/4460945
世界杯4K回放-巴西vs海地_2026-06-20 08:10:00,http://82.156.243.185:34567/xhs/4460911
世界杯4K回放-土耳其vs巴拉圭_2026-06-20 10:45:00,http://82.156.243.185:34567/xhs/4460948
世界杯4K回放-荷兰vs瑞典_2026-06-21 00:30:00,http://82.156.243.185:34567/xhs/4460918
世界杯4K回放-德国vs科特迪瓦_2026-06-21 03:30:00,http://82.156.243.185:34567/xhs/4460915
世界杯4K回放-厄瓜多尔vs库拉索_2026-06-21 07:30:00,http://82.156.243.185:34567/xhs/4460951
世界杯4K回放-突尼斯vs日本_2026-06-21 11:30:00,http://82.156.243.185:34567/xhs/4460954
世界杯4K回放-西班牙vs沙特阿拉伯_2026-06-21 23:30:00,http://82.156.243.185:34567/xhs/4460924
世界杯4K回放-比利时vs伊朗_2026-06-22 02:30:00,http://82.156.243.185:34567/xhs/4460921
世界杯4K回放-乌拉圭vs佛得角_2026-06-22 05:30:00,http://82.156.243.185:34567/xhs/4460965
世界杯4K回放-新西兰vs埃及_2026-06-22 08:30:00,http://82.156.243.185:34567/xhs/4460957
世界杯4K回放-阿根廷vs奥地利_2026-06-23 00:30:00,http://82.156.243.185:34567/xhs/4460930
世界杯4K回放-法国vs伊拉克_2026-06-23 04:30:00,http://82.156.243.185:34567/xhs/4460927
世界杯4K回放-挪威vs塞内加尔_2026-06-23 07:30:00,http://82.156.243.185:34567/xhs/4460968
世界杯4K回放-约旦vs阿尔及利亚_2026-06-23 10:30:00,http://82.156.243.185:34567/xhs/4460971
世界杯4K回放-葡萄牙vs乌兹别克斯坦_2026-06-24 00:30:00,http://82.156.243.185:34567/xhs/4460933
世界杯4K回放-英格兰vs加纳_2026-06-24 03:30:00,http://82.156.243.185:34567/xhs/4460936
世界杯4K回放-巴拿马vs克罗地亚_2026-06-24 06:30:00,http://82.156.243.185:34567/xhs/4460977
世界杯4K回放-哥伦比亚vs刚果民主共和国_2026-06-24 09:30:00,http://82.156.243.185:34567/xhs/4460974
世界杯4K回放-瑞士vs加拿大_2026-06-25 02:30:00,http://82.156.243.185:34567/xhs/4459826
世界杯4K回放-波黑vs卡塔尔_2026-06-25 02:30:00,http://82.156.243.185:34567/xhs/4460943
世界杯4K回放-苏格兰vs巴西_2026-06-25 05:30:00,http://82.156.243.185:34567/xhs/4460912
世界杯4K回放-摩洛哥vs海地_2026-06-25 05:30:00,http://82.156.243.185:34567/xhs/4460946
世界杯4K回放-捷克vs墨西哥_2026-06-25 08:30:00,http://82.156.243.185:34567/xhs/4459823
世界杯4K回放-南非vs韩国_2026-06-25 08:30:00,http://82.156.243.185:34567/xhs/4460940
世界杯4K回放-厄瓜多尔vs德国_2026-06-26 03:30:00,http://82.156.243.185:34567/xhs/4460916
世界杯4K回放-库拉索vs科特迪瓦_2026-06-26 03:30:00,http://82.156.243.185:34567/xhs/4460952
世界杯4K回放-突尼斯vs荷兰_2026-06-26 06:30:00,http://82.156.243.185:34567/xhs/4460919
世界杯4K回放-日本vs瑞典_2026-06-26 06:30:00,http://82.156.243.185:34567/xhs/4460955
世界杯4K回放-土耳其vs美国_2026-06-26 09:30:00,http://82.156.243.185:34567/xhs/4459829
世界杯4K回放-巴拉圭vs澳大利亚_2026-06-26 09:30:00,http://82.156.243.185:34567/xhs/4460949
世界杯4K回放-挪威vs法国_2026-06-27 02:30:00,http://82.156.243.185:34567/xhs/4460928
世界杯4K回放-塞内加尔vs伊拉克_2026-06-27 02:30:00,http://82.156.243.185:34567/xhs/4460969
世界杯4K回放-乌拉圭vs西班牙_2026-06-27 07:30:00,http://82.156.243.185:34567/xhs/4460925
世界杯4K回放-佛得角vs沙特阿拉伯_2026-06-27 07:30:00,http://82.156.243.185:34567/xhs/4460966
世界杯4K回放-新西兰vs比利时_2026-06-27 10:30:00,http://82.156.243.185:34567/xhs/4460922
世界杯4K回放-埃及vs伊朗_2026-06-27 10:30:00,http://82.156.243.185:34567/xhs/4460958
世界杯4K回放-巴拿马vs英格兰_2026-06-28 04:30:00,http://82.156.243.185:34567/xhs/4460937
世界杯4K回放-克罗地亚vs加纳_2026-06-28 04:30:00,http://82.156.243.185:34567/xhs/4460978
世界杯4K回放-哥伦比亚vs葡萄牙_2026-06-28 07:15:00,http://82.156.243.185:34567/xhs/4460934
世界杯4K回放-刚果民主共和国vs乌兹别克斯坦_2026-06-28 07:15:00,http://82.156.243.185:34567/xhs/4460975
世界杯4K回放-约旦vs阿根廷_2026-06-28 09:45:00,http://82.156.243.185:34567/xhs/4460931
世界杯4K回放-阿尔及利亚vs奥地利_2026-06-28 09:45:00,http://82.156.243.185:34567/xhs/4460972
世界杯4K回放-南非vs加拿大_2026-06-29 02:00:00,http://82.156.243.185:34567/xhs/4459717










